SNo,Date,Price,Open,High,Low,Vol.,Change %
404,2017-04-17,49.52,49.58,50.27,48.88,170640.0,-0.12
405,2017-04-18,52.42,49.52,53.0,49.07,643620.0,5.86
406,2017-04-19,49.66,52.42,53.0,45.0,460600.0,-5.27
407,2017-04-20,51.96,49.66,52.45,48.6,347610.0,4.63
408,2017-04-21,51.37,51.96,52.27,51.1,156430.0,-1.14
409,2017-04-22,52.15,51.37,52.78,51.03,125320.0,1.52
410,2017-04-23,53.33,52.15,54.44,51.75,186860.0,2.26
411,2017-04-24,53.54,53.33,54.48,53.0,202960.0,0.39
412,2017-04-25,53.9,53.54,54.21,53.25,97440.0,0.67
413,2017-04-26,57.31,53.9,58.38,53.66,530340.0,6.33
414,2017-04-27,68.0,57.31,68.0,56.92,526520.0,18.65
415,2017-04-28,76.0,68.0,77.4,66.0,959410.0,11.76
416,2017-04-29,73.55,76.0,77.6,71.2,474760.0,-3.22
417,2017-04-30,83.51,73.55,84.0,72.6,492640.0,13.54
418,2017-05-01,81.4,83.51,88.1,66.0,1260000.0,-2.53
419,2017-05-02,82.01,81.4,85.18,79.49,361700.0,0.75
420,2017-05-03,85.79,82.01,86.62,81.0,357120.0,4.61
421,2017-05-04,99.2,85.79,99.78,84.61,822130.0,15.63
422,2017-05-05,91.5,99.2,101.7,88.2,718170.0,-7.76
423,2017-05-06,96.65,91.5,96.84,90.53,243520.0,5.63
424,2017-05-07,94.21,96.65,98.0,90.89,219190.0,-2.52
425,2017-05-08,88.97,94.21,95.48,88.11,349340.0,-5.56
426,2017-05-09,88.94,88.97,91.1,77.76,703650.0,-0.03
427,2017-05-10,88.33,88.94,92.46,86.6,195510.0,-0.69
428,2017-05-11,89.38,88.33,91.5,87.35,210470.0,1.19
429,2017-05-12,86.99,89.38,92.0,83.85,283230.0,-2.67
430,2017-05-13,89.9,86.99,89.99,84.5,106010.0,3.35
431,2017-05-14,90.37,89.9,91.92,88.11,173210.0,0.52
432,2017-05-15,92.56,90.37,95.17,90.37,403460.0,2.42
433,2017-05-16,88.17,92.56,93.48,85.43,193410.0,-4.74
434,2017-05-17,89.67,88.17,90.93,83.77,174840.0,1.70
435,2017-05-18,98.6,89.67,98.89,89.42,437250.0,9.96
436,2017-05-19,124.4,98.6,129.25,98.31,900720.0,26.17
437,2017-05-20,123.03,124.4,128.95,119.54,429970.0,-1.10
438,2017-05-21,146.14,123.03,146.4,122.32,769980.0,18.78
439,2017-05-22,154.92,146.14,190.0,136.8,1650000.0,6.01
440,2017-05-23,168.24,154.92,174.3,148.6,507160.0,8.60
441,2017-05-24,183.88,168.24,197.41,166.33,645090.0,9.30
442,2017-05-25,168.71,183.88,206.06,155.0,862960.0,-8.25
443,2017-05-26,152.8,168.71,187.0,143.64,649590.0,-9.43
444,2017-05-27,149.99,152.8,161.0,110.42,1260000.0,-1.84
445,2017-05-28,161.91,149.99,172.79,149.66,643590.0,7.95
446,2017-05-29,189.99,161.91,191.3,155.01,472380.0,17.34
447,2017-05-30,224.69,189.99,229.98,182.0,757870.0,18.26
448,2017-05-31,218.34,224.69,230.55,200.9,584480.0,-2.83
449,2017-06-01,211.4,218.34,227.32,196.0,453560.0,-3.18
450,2017-06-02,214.77,211.4,219.21,208.23,152450.0,1.59
451,2017-06-03,217.01,214.77,217.99,210.01,96060.0,1.04
452,2017-06-04,241.06,217.01,245.98,216.1,375990.0,11.08
453,2017-06-05,242.16,241.06,244.29,231.72,202570.0,0.46
454,2017-06-06,261.89,242.16,264.99,238.23,412070.0,8.15
455,2017-06-07,250.7,261.89,263.7,241.01,253510.0,-4.27
456,2017-06-08,256.95,250.7,258.93,242.04,147190.0,2.49
457,2017-06-09,278.41,256.95,279.9,256.95,271540.0,8.35
458,2017-06-10,325.88,278.41,341.94,278.26,564750.0,17.05
459,2017-06-11,336.33,325.88,347.0,310.0,503720.0,3.21
460,2017-06-12,386.9,336.33,412.21,297.0,1170000.0,15.04
461,2017-06-13,382.7,386.9,395.0,345.61,442310.0,-1.09
462,2017-06-14,335.95,382.7,385.73,315.0,593560.0,-12.22
463,2017-06-15,338.7,335.95,344.0,265.0,1150000.0,0.82
464,2017-06-16,348.44,338.7,355.51,305.22,347870.0,2.88
465,2017-06-17,364.56,348.44,366.08,332.0,219770.0,4.63
466,2017-06-18,348.88,364.56,377.46,336.89,283220.0,-4.30
467,2017-06-19,355.5,348.88,362.5,344.13,174450.0,1.90
468,2017-06-20,344.15,355.5,366.52,328.0,342670.0,-3.19
469,2017-06-21,321.66,344.15,348.5,287.11,642800.0,-6.53
470,2017-06-22,320.94,321.66,328.99,305.0,351820.0,-0.22
471,2017-06-23,324.37,320.94,329.9,316.36,105600.0,1.07
472,2017-06-24,296.89,324.37,327.55,291.53,195470.0,-8.47
473,2017-06-25,277.0,296.89,306.39,253.2,508550.0,-6.70
474,2017-06-26,251.3,277.0,286.85,214.99,1360000.0,-9.28
475,2017-06-27,279.0,251.3,279.0,204.11,1090000.0,11.02
476,2017-06-28,311.62,279.0,318.27,255.0,910350.0,11.69
477,2017-06-29,285.3,311.62,318.27,276.0,620080.0,-8.45
478,2017-06-30,275.62,285.3,301.9,267.35,386780.0,-3.39
479,2017-07-01,255.0,275.62,277.63,238.0,716320.0,-7.48
480,2017-07-02,277.64,255.0,285.91,242.81,488520.0,8.88
481,2017-07-03,273.99,277.64,283.98,266.45,336350.0,-1.31
482,2017-07-04,266.68,273.99,283.0,260.0,425000.0,-2.67
483,2017-07-05,264.77,266.68,272.12,249.53,436760.0,-0.72
484,2017-07-06,265.35,264.77,273.0,258.37,240420.0,0.22
485,2017-07-07,238.38,265.35,265.8,233.84,496510.0,-10.16
486,2017-07-08,245.23,238.38,246.66,226.68,365160.0,2.87
487,2017-07-09,234.97,245.23,249.0,234.15,201470.0,-4.18
488,2017-07-10,202.0,234.97,238.01,187.5,1010000.0,-14.03
489,2017-07-11,188.63,202.0,215.0,169.0,1560000.0,-6.62
490,2017-07-12,223.92,188.63,225.0,177.78,1090000.0,18.71
491,2017-07-13,205.0,223.92,224.99,189.46,842980.0,-8.45
492,2017-07-14,196.49,205.0,207.76,179.58,971730.0,-4.15
493,2017-07-15,170.15,196.49,197.8,169.82,694520.0,-13.41
494,2017-07-16,157.4,170.15,172.7,136.12,2110000.0,-7.49
495,2017-07-17,190.16,157.4,190.61,155.0,1450000.0,20.81
496,2017-07-18,226.56,190.16,258.0,177.5,2520000.0,19.14
497,2017-07-19,194.63,226.56,245.61,187.0,2330000.0,-14.09
498,2017-07-20,227.29,194.63,238.0,194.63,2110000.0,16.78
499,2017-07-21,216.11,227.29,239.0,208.0,853870.0,-4.92
500,2017-07-22,232.01,216.11,237.19,214.35,556210.0,7.36
501,2017-07-23,228.15,232.01,236.57,219.0,410730.0,-1.66
502,2017-07-24,226.59,228.15,232.56,223.64,355760.0,-0.68
503,2017-07-25,202.7,226.59,227.69,190.49,1080000.0,-10.54
504,2017-07-26,203.33,202.7,209.59,191.76,685640.0,0.31
505,2017-07-27,202.54,203.33,207.0,197.86,410960.0,-0.39
506,2017-07-28,191.2,202.54,204.19,188.1,493900.0,-5.60
507,2017-07-29,206.76,191.2,213.0,176.95,866050.0,8.14
508,2017-07-30,195.31,206.76,210.76,192.21,522570.00000000006,-5.54
509,2017-07-31,200.81,195.31,201.5,188.12,444150.0,2.82
510,2017-08-01,225.97,200.81,232.59,200.8,1230000.0,12.53
511,2017-08-02,218.0,225.97,229.7,215.0,558150.0,-3.53
512,2017-08-03,224.79,218.0,228.2,217.07,336650.0,3.11
513,2017-08-04,220.73,224.79,228.3,218.66,292120.0,-1.81
514,2017-08-05,253.87,220.73,259.9,219.23,822050.0,15.01
515,2017-08-06,264.29,253.87,271.5,251.0,734520.0,4.10
516,2017-08-07,269.51,264.29,274.6,257.32,511600.0,1.98
517,2017-08-08,295.83,269.51,299.5,265.0,726470.0,9.77
518,2017-08-09,293.99,295.83,316.0,277.0,1400000.0,-0.62
519,2017-08-10,295.97,293.99,310.05,287.6,543930.0,0.67
520,2017-08-11,308.81,295.97,310.42,294.0,455520.0,4.34
521,2017-08-12,307.22,308.81,319.78,299.0,561910.0,-0.51
522,2017-08-13,296.64,307.22,308.0,285.21,582970.0,-3.44
523,2017-08-14,298.22,296.64,306.48,293.99,371280.0,0.53
524,2017-08-15,286.0,298.22,299.91,272.29,629180.0,-4.10
525,2017-08-16,301.34,286.0,304.0,279.94,526520.0,5.36
526,2017-08-17,299.0,301.34,312.0,297.01,465800.0,-0.78
527,2017-08-18,292.0,299.0,307.0,286.0,578060.0,-2.34
528,2017-08-19,292.78,292.0,298.51,280.0,554280.0,0.27
529,2017-08-20,298.37,292.78,299.0,286.96,304350.0,1.91
530,2017-08-21,322.24,298.37,346.99,294.53,1150000.0,8.00
531,2017-08-22,312.54,322.24,329.96,285.01,857280.0,-3.01
532,2017-08-23,316.5,312.54,325.0,311.65,402800.0,1.27
533,2017-08-24,325.62,316.5,329.56,314.14,326980.0,2.88
534,2017-08-25,328.7,325.62,338.25,324.04,378010.0,0.95
535,2017-08-26,332.72,328.7,334.6,324.5,315620.0,1.22
536,2017-08-27,348.01,332.72,348.01,331.88,362050.0,4.60
537,2017-08-28,347.09,348.01,352.0,332.74,389240.0,-0.26
538,2017-08-29,372.0,347.09,375.98,346.42,631680.0,7.18
539,2017-08-30,382.78,372.0,390.1,365.1,660230.0,2.90
540,2017-08-31,387.3,382.78,390.0,380.1,345070.0,1.18
541,2017-09-01,390.35,387.3,395.03,383.6,461310.0,0.79
542,2017-09-02,345.0,390.35,390.77,325.1,1080000.0,-11.62
543,2017-09-03,350.63,345.0,368.4,328.33,742590.0,1.63
544,2017-09-04,295.81,350.63,351.59,275.0,1990000.0,-15.63
545,2017-09-05,316.18,295.81,323.17,267.64,1340000.0,6.89
546,2017-09-06,337.36,316.18,339.5,314.81,805380.0,6.70
547,2017-09-07,334.1,337.36,338.66,321.1,582980.0,-0.97
548,2017-09-08,304.0,334.1,334.58,291.0,1080000.0,-9.01
549,2017-09-09,303.08,304.0,307.08,291.46,594280.0,-0.30
550,2017-09-10,297.9,303.08,305.0,276.11,891440.0,-1.71
551,2017-09-11,297.19,297.9,308.0,287.33,609030.0,-0.24
552,2017-09-12,293.9,297.19,316.73,283.0,915330.0,-1.11
553,2017-09-13,275.48,293.9,294.16,256.0,1570000.0,-6.27
554,2017-09-14,222.5,275.48,281.01,221.71,2250000.0,-19.23
555,2017-09-15,258.68,222.5,269.0,198.0,3340000.0,16.26
556,2017-09-16,253.0,258.68,270.0,242.2,1080000.0,-2.20
557,2017-09-17,257.0,253.0,263.69,239.0,685700.0,1.58
558,2017-09-18,296.81,257.0,299.89,257.0,1330000.0,15.49
559,2017-09-19,282.63,296.81,299.0,275.0,941080.0,-4.78
560,2017-09-20,283.5,282.63,294.0,277.0,512320.00000000006,0.31
561,2017-09-21,256.67,283.5,287.53,251.52,1030000.0,-9.46
562,2017-09-22,262.19,256.67,269.5,253.03,643200.0,2.15
563,2017-09-23,285.9,262.19,287.2,259.01,570420.0,9.04
564,2017-09-24,282.0,285.9,294.54,275.41,687970.0,-1.36
565,2017-09-25,295.2,282.0,297.93,281.8,652310.0,4.68
566,2017-09-26,289.28,295.2,296.38,285.2,366530.0,-2.01
567,2017-09-27,309.75,289.28,315.51,286.93,748360.0,7.08
568,2017-09-28,302.63,309.75,310.69,297.75,491020.0,-2.30
569,2017-09-29,292.66,302.63,303.9,280.5,966410.0,-3.29
570,2017-09-30,303.44,292.66,307.76,292.3,459210.0,3.68
571,2017-10-01,304.26,303.44,305.57,295.0,385330.0,0.27
572,2017-10-02,296.82,304.26,304.63,292.1,468960.0,-2.45
573,2017-10-03,291.69,296.82,300.5,285.93,452020.0,-1.73
574,2017-10-04,291.4,291.69,296.0,287.56,394450.0,-0.10
575,2017-10-05,295.12,291.4,297.92,285.12,317810.0,1.28
576,2017-10-06,308.43,295.12,309.59,293.04,373260.0,4.51
577,2017-10-07,311.46,308.43,315.0,304.5,409620.0,0.98
578,2017-10-08,309.82,311.46,314.39,307.55,363240.0,-0.53
579,2017-10-09,297.4,309.82,311.16,287.03,630800.0,-4.01
580,2017-10-10,299.32,297.4,307.0,292.57,366240.0,0.65
581,2017-10-11,303.2,299.32,306.55,296.6,407080.0,1.30
582,2017-10-12,303.06,303.2,310.01,302.1,649860.0,-0.05
583,2017-10-13,337.46,303.06,350.0,298.0,1340000.0,11.35
584,2017-10-14,339.24,337.46,348.0,334.05,528580.0,0.53
585,2017-10-15,337.23,339.24,344.89,315.0,875270.0,-0.59
586,2017-10-16,334.46,337.23,355.0,330.85,945250.0,-0.82
587,2017-10-17,315.65,334.46,334.8,308.0,671490.0,-5.62
588,2017-10-18,313.45,315.65,316.21,287.46,885210.0,-0.70
589,2017-10-19,306.97,313.45,316.5,304.0,413130.0,-2.07
590,2017-10-20,302.61,306.97,313.01,301.04,415810.0,-1.42
591,2017-10-21,299.23,302.61,303.0,289.31,368610.0,-1.12
592,2017-10-22,293.55,299.23,305.62,289.4,334090.0,-1.90
593,2017-10-23,284.85,293.55,293.96,273.5,597470.0,-2.96
594,2017-10-24,296.3,284.85,311.85,280.02,758330.0,4.02
595,2017-10-25,295.46,296.3,300.0,288.5,329330.0,-0.28
596,2017-10-26,295.1,295.46,299.0,290.55,207770.0,-0.12
597,2017-10-27,295.99,295.1,299.5,291.6,239630.0,0.30
598,2017-10-28,293.49,295.99,297.01,288.6,245780.0,-0.84
599,2017-10-29,304.39,293.49,312.49,290.5,583180.0,3.71
600,2017-10-30,307.0,304.39,314.4,303.93,301720.0,0.86
601,2017-10-31,303.69,307.0,312.0,303.1,285810.0,-1.08
602,2017-11-01,288.6,303.69,305.11,287.04,538440.0,-4.97
603,2017-11-02,284.89,288.6,293.01,275.21,910760.0,-1.29
604,2017-11-03,303.47,284.89,307.36,284.0,760960.0,6.52
605,2017-11-04,299.48,303.47,304.38,293.0,463880.0,-1.31
606,2017-11-05,295.63,299.48,301.0,292.28,345210.0,-1.29
607,2017-11-06,296.9,295.63,310.0,292.0,557780.0,0.43
608,2017-11-07,291.42,296.9,304.2,285.01,757800.0,-1.85
609,2017-11-08,307.5,291.42,318.9,290.11,1170000.0,5.52
610,2017-11-09,319.52,307.5,328.8,305.0,881180.0,3.91
611,2017-11-10,296.18,319.52,324.03,286.0,1160000.0,-7.30
612,2017-11-11,313.07,296.18,319.88,294.7,604700.0,5.70
613,2017-11-12,303.9,313.07,316.99,293.33,879410.0,-2.93
614,2017-11-13,313.22,303.9,318.0,302.4,696370.0,3.07
615,2017-11-14,334.28,313.22,336.69,313.22,854090.0,6.72
616,2017-11-15,330.59,334.28,339.61,321.5,584660.0,-1.10
617,2017-11-16,330.76,330.59,335.11,321.18,521940.00000000006,0.05
618,2017-11-17,331.0,331.16,335.01,325.0,530710.0,0.07
619,2017-11-18,346.68,331.0,350.4,325.32,518809.99999999994,4.74
620,2017-11-19,354.7,346.68,371.0,343.28,618020.0,2.31
621,2017-11-20,367.94,354.7,373.7,352.03,519570.00000000006,3.73
622,2017-11-21,360.0,367.94,373.5,350.0,696990.0,-2.16
623,2017-11-22,380.48,360.0,381.89,358.8,486170.0,5.69
624,2017-11-23,405.19,380.48,426.27,374.34,925000.0,6.49
625,2017-11-24,470.51,405.19,478.5,397.37,903700.0,16.12
626,2017-11-25,464.0,469.89,481.99,454.4,589720.0,-1.38
627,2017-11-26,464.0,464.0,464.0,464.0,0.0,0.00
628,2017-11-27,473.44,464.0,491.89,458.25,671200.0,2.03
629,2017-11-28,465.56,473.44,479.0,457.2,538340.0,-1.66
630,2017-11-29,420.34,465.56,517.0,403.01,801260.0,-9.71
631,2017-11-30,432.21,420.34,454.95,385.4,785980.0,2.82
632,2017-12-01,460.67,432.21,467.0,413.96,594100.0,6.58
633,2017-12-02,455.51,460.67,472.0,447.0,473670.0,-1.12
634,2017-12-03,459.49,455.51,482.69,431.04,482910.0,0.87
635,2017-12-04,465.0,459.49,471.06,439.27,431180.0,1.20
636,2017-12-05,451.87,465.0,467.38,444.17,656340.0,-2.82
637,2017-12-06,413.71,451.87,454.23,403.0,1290000.0,-8.44
638,2017-12-07,415.02,413.71,429.0,390.0,1130000.0,0.32
639,2017-12-08,442.19,415.02,453.61,400.34,1120000.0,6.55
640,2017-12-09,460.92,442.19,487.8,441.0,1130000.0,4.24
641,2017-12-10,429.24,460.92,460.92,413.3,875790.0,-6.87
642,2017-12-11,515.25,429.24,531.2,429.14,784740.0,20.04
643,2017-12-12,634.87,515.25,646.92,497.75,1490000.0,23.22
644,2017-12-13,690.69,634.87,742.0,573.0,2400000.0,8.79
645,2017-12-14,686.51,690.69,760.0,651.0,1730000.0,-0.61
646,2017-12-15,678.29,686.51,698.31,610.0,1260000.0,-1.20
647,2017-12-16,683.25,678.29,711.96,672.51,703290.0,0.73
648,2017-12-17,708.78,683.25,725.0,683.24,737160.0,3.74
649,2017-12-18,783.99,708.78,798.9,660.0,1470000.0,10.61
650,2017-12-19,799.98,783.99,863.0,750.01,1810000.0,2.04
651,2017-12-20,794.99,799.98,826.2,709.0,1480000.0,-0.62
652,2017-12-21,786.97,794.99,848.08,747.1,1200000.0,-1.01
653,2017-12-22,628.19,786.97,792.0,492.01,2730000.0,-20.18
654,2017-12-23,672.59,628.19,717.0,616.19,842430.0,7.07
655,2017-12-24,659.89,672.59,675.0,560.0,1090000.0,-1.89
656,2017-12-25,709.81,659.89,737.0,651.76,764730.0,7.56
657,2017-12-26,749.8,709.81,749.8,708.83,521740.0,5.63
658,2017-12-27,736.45,749.8,766.06,703.27,587330.0,-1.78
659,2017-12-28,711.42,736.45,740.3,652.0,893820.0,-3.40
660,2017-12-29,731.52,711.42,755.0,703.02,716870.0,2.83
661,2017-12-30,682.22,731.52,737.56,640.43,936940.0,-6.74
662,2017-12-31,736.77,682.22,741.99,675.56,536840.0,8.00
663,2018-01-01,752.46,736.77,762.0,717.94,425460.0,2.13
664,2018-01-02,858.78,752.46,890.0,752.46,1470000.0,14.13
665,2018-01-03,942.01,858.78,954.73,840.0,1090000.0,9.69
666,2018-01-04,940.0,942.01,997.0,893.24,1220000.0,-0.21
667,2018-01-05,962.77,939.3,1023.6,930.0,1040000.0,2.42
668,2018-01-06,1004.3,962.77,1014.2,951.38,447260.0,4.31
669,2018-01-07,1115.8,1004.3,1116.0,999.5,699390.0,11.10
670,2018-01-08,1129.3,1115.9,1225.0,968.12,1540000.0,1.21
671,2018-01-09,1283.7,1129.4,1299.0,1119.1,1040000.0,13.67
672,2018-01-10,1248.0,1285.7,1381.9,1203.2,1330000.0,-2.78
673,2018-01-11,1135.5,1245.9,1331.8,1102.5,1260000.0,-9.01
674,2018-01-12,1257.2,1135.1,1285.0,1083.4,732330.0,10.72
675,2018-01-13,1380.0,1257.0,1423.2,1252.6,709740.0,9.77
676,2018-01-14,1350.0,1379.9,1385.0,1256.0,618610.0,-2.17
677,2018-01-15,1273.4,1349.9,1377.9,1264.4,481870.0,-5.67
678,2018-01-16,1020.1,1275.8,1278.8,868.98,2350000.0,-19.89
679,2018-01-17,1017.5,1019.6,1088.3,770.1,2400000.0,-0.25
680,2018-01-18,994.81,1020.1,1079.0,940.0,1310000.0,-2.23
681,2018-01-19,1032.6,993.92,1079.0,960.1,612190.0,3.80
682,2018-01-20,1146.0,1032.6,1160.0,1029.6,573520.0,10.98
683,2018-01-21,1047.0,1146.3,1146.3,1001.5,691690.0,-8.64
684,2018-01-22,995.08,1047.0,1084.1,912.76,835880.0,-4.96
685,2018-01-23,982.98,995.26,1022.0,905.38,798280.0,-1.22
686,2018-01-24,1063.2,982.11,1068.8,952.04,606140.0,8.16
687,2018-01-25,1048.2,1061.8,1102.4,1025.1,567300.0,-1.41
688,2018-01-26,1047.0,1048.2,1078.6,983.0,485470.0,-0.11
689,2018-01-27,1114.8,1046.9,1125.3,1031.6,370170.0,6.48
690,2018-01-28,1246.6,1114.7,1264.8,1109.0,662740.0,11.82
691,2018-01-29,1175.0,1245.5,1259.8,1155.9,488440.0,-5.74
692,2018-01-30,1071.9,1174.36,1178.92,1042.9,1420000.0,-8.77
693,2018-01-31,1118.08,1072.17,1126.87,1028.03,990740.0,4.31
694,2018-02-01,1033.55,1118.15,1157.09,970.42,1760000.0,-7.56
695,2018-02-02,920.85,1033.02,1036.17,766.82,3030000.0,-10.90
696,2018-02-03,971.49,920.93,997.51,850.38,1070000.0,5.50
697,2018-02-04,829.43,971.49,972.66,788.79,1340000.0,-14.62
698,2018-02-05,696.86,828.49,859.72,634.64,2990000.0,-15.98
699,2018-02-06,783.83,696.75,797.94,568.78,4290000.0,12.48
700,2018-02-07,753.18,782.72,852.98,719.34,1980000.0,-3.91
701,2018-02-08,805.4,752.75,831.02,751.76,1250000.0,6.93
702,2018-02-09,877.85,805.15,879.51,781.97,923810.0,9.00
703,2018-02-10,851.39,877.88,908.26,816.72,1050000.0,-3.01
704,2018-02-11,810.45,851.44,854.1,778.9,988450.0,-4.81
705,2018-02-12,865.62,811.01,875.52,810.99,837420.0,6.81
706,2018-02-13,841.38,865.72,868.92,822.98,733530.0,-2.80
707,2018-02-14,919.67,841.38,922.38,840.82,993860.0,9.30
708,2018-02-15,927.56,919.53,945.99,902.56,952230.0,0.86
709,2018-02-16,937.5,927.34,945.68,907.33,662760.0,1.07
710,2018-02-17,971.54,937.35,972.86,934.49,648320.0,3.63
711,2018-02-18,913.1,971.57,980.27,903.28,869060.0,-6.02
712,2018-02-19,940.08,913.09,954.94,910.29,552220.0,2.95
713,2018-02-20,884.51,940.04,959.41,877.65,788970.0,-5.91
714,2018-02-21,839.1,884.94,906.43,818.48,1010000.0,-5.13
715,2018-02-22,803.66,838.97,878.14,789.92,849820.0,-4.22
716,2018-02-23,856.65,803.56,882.61,787.95,868360.0,6.59
717,2018-02-24,834.36,854.99,874.49,810.91,669620.0,-2.60
718,2018-02-25,840.88,834.1,849.36,818.46,507820.0,0.78
719,2018-02-26,866.99,841.28,879.18,835.34,619750.0,3.11
720,2018-02-27,871.44,867.06,894.78,861.4,569300.0,0.51
721,2018-02-28,852.49,871.58,888.06,850.84,550740.0,-2.17
722,2018-03-01,870.04,852.44,879.53,848.41,514500.0,2.06
723,2018-03-02,856.09,870.51,875.69,850.47,463750.0,-1.60
724,2018-03-03,855.91,855.46,868.51,853.45,407540.0,-0.02
725,2018-03-04,865.53,855.91,867.35,838.06,444490.0,1.12
726,2018-03-05,850.24,865.53,870.27,850.24,466380.0,-1.77
727,2018-03-06,814.88,850.0,851.72,803.9,578560.0,-4.16
728,2018-03-07,749.98,814.56,824.83,724.98,945380.0,-7.96
729,2018-03-08,698.96,750.09,772.23,689.41,850150.0,-6.80
730,2018-03-09,725.89,698.91,728.83,644.46,1130000.0,3.85
731,2018-03-10,682.52,725.7,746.13,678.46,673800.0,-5.97
732,2018-03-11,720.12,682.77,733.33,664.53,690940.0,5.51
733,2018-03-12,697.04,720.12,739.25,678.27,664590.0,-3.20
734,2018-03-13,689.57,697.06,713.8,680.01,558730.0,-1.07
735,2018-03-14,612.09,689.67,702.53,587.1,990480.0,-11.24
736,2018-03-15,610.13,612.08,620.01,572.69,991890.0,-0.32
737,2018-03-16,600.79,610.36,625.34,585.84,695580.0,-1.53
738,2018-03-17,550.27,600.48,609.48,544.51,777540.0,-8.41
739,2018-03-18,536.72,549.96,559.19,454.9,2560000.0,-2.46
740,2018-03-19,556.16,536.72,558.33,516.31,1460000.0,3.62
741,2018-03-20,557.08,555.75,566.63,517.02,1160000.0,0.17
742,2018-03-21,560.24,557.09,589.83,545.87,1010000.0,0.57
743,2018-03-22,539.87,559.9,577.63,517.81,887950.0,-3.63
744,2018-03-23,543.42,539.9,543.51,508.36,871890.0,0.66
745,2018-03-24,520.45,543.15,545.15,520.05,554620.0,-4.23
746,2018-03-25,523.5,520.44,535.11,513.05,495850.0,0.59
747,2018-03-26,485.98,523.46,526.22,467.46,1150000.0,-7.17
748,2018-03-27,448.48,485.97,491.77,446.7,1310000.0,-7.72
749,2018-03-28,446.84,448.73,465.09,440.84,918120.0,-0.37
750,2018-03-29,384.12,446.86,449.33,380.85,2009999.9999999998,-14.03
751,2018-03-30,393.79,384.13,411.17,366.12,1960000.0,2.52
752,2018-03-31,393.96,393.75,419.07,390.09,1210000.0,0.04
753,2018-04-01,378.75,394.1,399.46,359.49,1240000.0,-3.86
754,2018-04-02,385.07,378.85,393.94,375.67,824810.0,1.67
755,2018-04-03,415.55,385.02,418.78,380.89,1060000.0,7.92
756,2018-04-04,378.68,415.58,416.38,371.35,1120000.0,-8.87
757,2018-04-05,381.52,378.62,386.91,367.21,903270.0,0.75
758,2018-04-06,369.97,381.69,385.7,363.83,700800.0,-3.03
759,2018-04-07,384.87,369.97,394.66,369.41,600400.0,4.03
760,2018-04-08,400.71,384.85,403.71,384.85,569260.0,4.12
761,2018-04-09,399.05,400.67,430.85,388.05,1300000.0,-0.41
762,2018-04-10,415.45,399.04,417.84,391.81,709220.0,4.11
763,2018-04-11,430.14,415.43,433.25,412.35,827170.0,3.54
764,2018-04-12,494.03,430.13,498.13,414.07,1860000.0,14.85
765,2018-04-13,493.48,494.25,528.71,482.19,1670000.0,-0.11
766,2018-04-14,502.52,494.36,514.14,486.89,924640.0,1.83
767,2018-04-15,533.9,502.52,534.18,502.52,988290.0,6.24
768,2018-04-16,511.82,533.89,537.32,498.87,1030000.0,-4.14
769,2018-04-17,503.19,511.75,520.86,501.73,826710.0,-1.69
770,2018-04-18,525.66,503.24,526.41,502.02,759150.0,4.47
771,2018-04-19,567.49,525.74,570.15,522.15,1040000.0,7.96
772,2018-04-20,617.04,567.7,620.58,558.27,1420000.0,8.73
773,2018-04-21,605.59,617.1,623.86,574.73,1230000.0,-1.86
774,2018-04-22,622.23,605.58,643.58,591.78,1020000.0,2.75
775,2018-04-23,644.13,622.01,648.58,619.81,859640.0,3.52
776,2018-04-24,703.02,644.08,711.74,644.05,1480000.0,9.14
777,2018-04-25,617.36,702.94,703.25,594.98,2720000.0,-12.18
778,2018-04-26,662.36,617.37,665.2,600.69,1370000.0,7.29
779,2018-04-27,643.97,661.65,685.54,641.84,1060000.0,-2.78
780,2018-04-28,683.49,643.96,693.79,640.92,871550.0,6.14
781,2018-04-29,689.9,683.49,700.05,669.15,856120.0,0.94
782,2018-04-30,670.07,689.83,693.85,664.03,913860.0,-2.87
783,2018-05-01,671.26,670.12,674.36,630.33,1030000.0,0.18
784,2018-05-02,688.15,671.31,690.97,664.29,873980.0,2.52
785,2018-05-03,778.95,688.23,788.61,686.79,1550000.0,13.19
786,2018-05-04,785.2,778.97,806.9,760.1,1240000.0,0.80
787,2018-05-05,818.33,785.29,830.03,782.18,1000000.0,4.22
788,2018-05-06,793.19,818.75,838.26,755.09,1160000.0,-3.07
789,2018-05-07,754.03,793.29,797.3,700.4,2120000.0,-4.94
790,2018-05-08,748.48,759.35,761.43,721.49,1140000.0,-0.74
791,2018-05-09,751.62,747.98,759.71,711.49,1070000.0,0.42
792,2018-05-10,724.4,751.98,768.24,723.39,983140.0,-3.62
793,2018-05-11,676.21,724.36,736.58,665.81,1630000.0,-6.65
794,2018-05-12,683.94,676.97,689.83,635.23,1340000.0,1.14
795,2018-05-13,729.37,684.77,739.67,669.2,1010000.0,6.64
796,2018-05-14,727.06,729.41,741.52,687.16,1390000.0,-0.32
797,2018-05-15,705.73,727.06,738.71,696.63,1030000.0,-2.93
798,2018-05-16,706.53,705.73,710.49,667.51,978180.0,0.11
799,2018-05-17,668.97,706.53,718.5,663.91,953690.0,-5.32
800,2018-05-18,693.28,668.98,694.24,658.25,906930.0,3.63
801,2018-05-19,696.76,693.28,716.51,683.38,732310.0,0.50
802,2018-05-20,716.02,696.73,722.92,688.7,702630.0,2.77
